total nodes,number tweets,number retweet,number replies,depth,freq,vrf,leader ,normal,total sentiment,co,centralty,diam,ecc,num sh path,num clique,num idp,max out,empty,engage max,num normal max,num leader max,lc,t freq,r freq,tpfr,t max,snt first,snt deep,snt ratio,score comm,local,snt sh path,wight clique,snt idp
995,305,506,184,5,3.89,506,143,363,-0.9184,0.84,0,4,3.076086957,4,40,3,176,249,254,113,33,3869.798889,0.234041722,3.885122992,13.78117994,2.860555556,-0.099125,3.2129,0.375,50.6906,31,-0.0224,1.418753803,0.1427
3995,293,2295,1407,5,4.11,2295,751,1544,184.051,0.86,-0.31,4,3,4,167,3,263,182,304,67,52,16273.82472,4.106170198,2.366509635,82.10962668,12911.31417,1.552122523,33.8392,0.236673774,323.9754,148,0.0193,81.10975983,0.3755
21,9,11,1,2,108.61,11,5,6,-0.4767,0,0,0,0,0,1,1,12,8,12,6,5,1813.327778,103.6771212,1.147449495,5.282893519,1787.964444,-0.4767,-0.4767,1,0,0,-0.4767,-0.4767,-0.4767
1641,1060,438,143,5,5.02,438,180,258,7.2758,0.86,0,4,3.41958042,4,28,4,69,893,71,20,21,8240.911389,5.01417614,5.018796184,17.16954943,37.89805556,0.019967066,0.3002,0.307692308,40.2401,22,0.1904,2.515660552,-0.0408
304,247,40,17,3,151.72,40,16,24,-2.8156,0.87,0.64,4,3.235294118,4,6,3,27,233,27,16,9,2715.464444,151.2229526,7.279169399,1.674076087,2539.586389,-0.2005,0.0946,0.470588235,5.301,1,-0.6415,-0.942817647,-0.2925
559,165,333,61,5,11.43,333,95,238,-3.784,0.84,0,4,2.901639344,4,19,3,113,132,252,143,64,6271.888889,11.13713046,11.19972718,1.565248993,6236.793056,-0.090830303,-1.0722,0.491803279,14.7485,10,-0.2468,-2.504613384,0.202
3,3,0,0,1,1.06,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.798680556,0,0,0,0,0,0,0,0,0,0,0,0
34,26,8,0,2,135.88,8,4,4,0,0,0,0,0,0,0,7,24,7,3,4,117.1372222,131.9938175,1.30352381,2.365173611,71.50916667,0,0,0,0,0,0,0,0,0
111,58,34,19,5,80.02,34,15,19,0.9195,0.92,0.64,3,2.368421053,3,4,2,18,49,18,9,2,3740.149167,79.30686012,33.1909747,132.1189978,1319.738889,0.040233333,0.5574,0.263157895,3.3205,2,0.0712,0.169142424,-0.1346
113,25,69,19,5,8.12,69,35,34,1.1562,0.84,0.05,4,3,4,8,3,69,17,76,26,32,432.9469444,8.051695906,3.708435673,9.543167305,165.7158333,-0.0342375,1.1062,0.315789474,5.5509,2,0.1532,0.480334545,-0.0844
110,44,54,12,3,3.46,54,22,32,0.0017,0.83,-0.42,0,0,4,3,17,30,17,8,7,380.8752778,3.412162162,3.430973473,2.04134188,0.194444444,-0.058957143,1.247,0.25,0,0,0,0.27252,-0.1493,-0.1493
309,181,110,18,3,18.79,110,36,74,1.5431,0.86,0,4,2.722222222,4,6,3,17,140,17,7,10,163.6563889,18.73026613,0.527812724,4.382409722,5.278888889,0.011595122,0.0937,0.222222222,3.9574,2,-0.2593,0.655195833,0.0102
117,32,80,5,2,1.73,80,26,54,-1.0814,0,0,0,0,3,2,44,24,44,27,14,202.5438889,0.474385593,1.715590866,5.870964052,1.462777778,-0.135175,0,0.8,0,0,0,-1.071642857,0.2133,0.2133
92,76,16,0,2,1.06,16,1,15,0,0,0,0,0,0,0,3,66,3,3,0,23.08833333,1.049725209,0.247852449,2.505746528,21.18861111,0,0,0,0,0,0,0,0,0
312,60,232,20,3,5.41,232,63,169,5.931,0.84,-0.61,5,3.5,5,6,3,99,48,99,69,23,567.1702778,5.392399716,1.811968406,15.20820556,0.724722222,0.41655,1.3098,0.15,4.547,2,0.9541,2.993566667,0.8891
763,486,242,35,3,2.4,242,106,136,-7.1748,0.88,-0.67,4,2.942857143,4,9,2,38,434,39,20,12,607.2727778,2.394075407,0.793710733,14.80875769,9.673611111,-0.137976923,-2.5619,0.485714286,9.2935,2,-0.2656,-4.063507895,-0.0637
681,163,357,161,5,8.79,357,126,231,2.0209,0.87,-0.61,4,2.925465839,4,36,3,148,135,161,66,41,5984.844722,8.774242832,8.774539345,23.00615141,6.4725,0.106792857,-5.3372,0.322981366,35.1227,23,-0.0174,0.102559371,0.1656
971,500,333,138,5,70.83,333,113,220,7.7845,0.85,-0.27,4,2.963768116,4,29,4,145,450,176,78,30,68253.83056,70.76169553,46.09740626,21.44485716,51613.01833,0.139398,-2.2168,0.297101449,33.3157,20,0.0329,5.346084821,0.206
1195,1150,37,8,2,4.82,37,12,25,0.9428,0,0,0,0,3,3,3,1115,3,3,0,3712.326944,4.81604306,3.039518069,63.19544444,91.85277778,0.026937143,0,0.25,0,0,0,0.88552,-0.117,-0.117
2653,771,1445,437,5,3.39,1445,583,862,26.9333,0.88,0.53,4,2.883295195,4,57,3,161,593,171,54,47,7678.118333,3.390840241,2.893031797,33.48346945,313.0894444,0.147131461,1.1478,0.249427918,93.0779,56,0.0898,9.491923488,-0.4959
1242,378,741,123,5,2.53,741,292,449,6.2015,0.87,0.4,4,3.032520325,4,17,3,133,286,139,63,34,159.6705556,2.528695584,0.128447305,7.652131671,57.95694444,0.080763043,-0.5715,0.276422764,31.0274,12,-0.0268,7.32019969,0.1665
400,156,207,37,4,15.48,207,81,126,-3.1463,0.91,0.54,4,2.72972973,4,6,3,110,124,111,52,42,169.5377778,15.44181768,0.422731366,5.111644947,18.99833333,-0.12400625,0.6925,0.351351351,8.6267,2,0.0149,-1.786594382,0.3205
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,385,265,48,5,16.4,265,114,151,0.6559,0.84,0,4,2.9375,4,15,2,51,323,51,26,20,9266.482222,16.37895327,13.25670998,8.891951659,2.968888889,0.001841935,-0.734,0.354166667,12.8282,8,-0.016,0.28211,0.4699
121,70,35,16,3,8.99,35,12,23,-1.0366,0.85,-0.66,4,2.8125,4,6,3,18,60,21,14,1,1083.584167,7.701090619,8.879683515,49.1375,3.180833333,-0.11696,-1.2587,0.375,4.46,2,-0.4762,-0.319148649,0.0026
20,17,3,0,2,37.29,3,1,2,0,0,0,0,0,0,0,3,16,3,2,1,7.4425,35.51763228,0.009444444,0.086018519,7.237777778,0,0,0,0,0,0,0,0,0
298,183,76,39,5,11.33,76,35,41,2.0845,0.85,-0.88,4,2.769230769,4,6,3,17,150,17,8,7,3375.520556,1.409777035,11.28832497,36.39745202,41.78944444,0.014154545,1.3025,0.307692308,7.4006,5,-0.2859,0.579194444,-0.5071
26,21,4,1,2,67.04,4,2,2,-0.1083,0,0,0,0,0,1,1,3,19,3,1,1,101.0238889,64.55949588,3.721430041,23.12055556,0.611944444,-0.05415,0,1,0,0,-0.1083,-0.1083,-0.1083
91,79,12,0,2,159.68,12,8,4,0,0,0,0,0,0,0,3,71,3,2,1,157.8736111,157.9486836,1.702753623,13.10791667,0.351944444,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,355,407,127,5,11.26,407,166,241,9.1124,0.86,-0.87,4,2.968503937,4,20,4,137,270,147,66,33,10009.21083,8.463999376,11.2461779,20.96673797,3140.021389,0.093638824,0.9815,0.275590551,28.2063,19,-0.0106,4.981355934,-0.0967
75,70,3,2,2,84.12,3,0,3,-0.6597,0,0,0,0,2,2,2,66,2,1,0,119.2441667,83.01338816,1.543980263,0.173611111,1.896666667,-0.164925,0,0.5,0,0,0,-0.32985,-0.6597,-0.6597
29,27,1,1,2,3.72,1,0,1,0,0,0,0,0,0,1,1,1,25,1,0,0,0.388055556,3.598240741,0,0.388055556,2.551111111,0,0,0,0,0,0,0,0
965,175,429,361,5,6.51,429,148,281,40.3387,0.86,0.67,4,3.085872576,4,55,3,270,122,311,73,33,5223.780278,6.500405164,4.887497987,404.2739312,1052.325556,0.735096226,7.1393,0.274238227,99.1389,51,0.0474,23.70439562,0.0436
24,23,1,0,2,265.75,1,0,1,0,0,0,0,0,0,0,1,22,1,1,0,0.045833333,255.1234,0,0.045833333,0,0,0,0,0,0,0,0,0,0
1930,721,890,319,5,1.41,890,311,579,-38.3933,0.89,-0.9,4,2.890282132,4,44,3,166,565,237,96,46,2317.046944,1.406122044,1.199807095,58.40639943,21.12138889,-0.241480769,-14.5342,0.404388715,76.0185,31,0.0445,-17.77387046,-0.8079
1435,596,421,418,5,17.03,421,204,217,61.2388,0.9,0.59,4,2.799043062,4,42,4,218,525,228,28,24,4322.713333,16.02207753,3.010224002,6.765129995,27.40222222,0.814121127,0.3249,0.16507177,90.8466,35,-0.0229,28.40375125,0.0329
23,12,11,0,2,2712.38,11,4,7,0,0,0,0,0,0,0,4,7,4,4,0,62384.83444,2599.338634,1547.388553,1.841767677,61196.9,0,0,0,0,0,0,0,0,0
2213,1020,1028,165,5,6.17,1028,386,642,26.7394,0.86,0.49,4,3.115151515,4,34,3,116,833,143,68,49,13651.39028,6.025006022,6.165895438,15.43435569,12525.37472,0.130168984,3.3582,0.242424242,52.1771,22,0.1105,11.27905176,0.2481
20,9,8,3,2,3.65,8,5,3,1.2057,0,0,2,1.666666667,2,2,1,6,5,6,2,2,72.96,3.129656085,3.47287037,1.782805556,0,0.301425,0.4019,0,0,1,1.2057,0.8038,0.8038
2069,979,930,160,4,8.75,930,377,553,5.164,0.86,0,4,2.95,4,36,3,110,743,145,56,54,17989.44694,8.743444847,8.690546028,31.46030202,3548.405,0.021264831,0,0.31875,46.0315,24,0.2517,3.226939385,0.0422
160,102,48,10,3,23.95,48,14,34,-1.1552,0,0,4,3.1,4,4,3,17,88,17,7,5,1201.401667,23.79878364,7.456839199,7.860927579,25.55805556,-0.112621429,0.4215,0.5,0,2,-0.1482,-0.706694118,-0.0211
22,13,9,0,2,647.53,9,4,5,0,0,0,0,0,0,0,5,11,5,2,3,15.87805556,619.3721981,0.689806763,3.307067901,0,0,0,0,0,0,0,0,0,0
21,16,3,2,3,241.11,3,2,1,0.0583,0,0,1,1,1,1,1,2,13,3,0,1,5057.896111,229.8991288,229.7600631,3.949277778,5057.780833,0,0.0583,0,0,1,0.0583,0.0583,0
7,7,0,0,1,16.24,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,14.20795139,0,0,0,0,0,0,0,0,0,0,0,0
206,129,54,23,5,33.43,54,19,35,1.8482,0.85,0.7,4,2.826086957,4,7,3,51,121,60,26,12,220.6036111,33.26834407,1.065587762,0.369790765,0.466388889,0.049525,2.2886,0.304347826,6.0028,3,0.2744,0.548122034,0.4043
1956,811,611,534,5,0.25,611,204,407,-82.0096,0.86,0.78,4,3.267790262,4,81,3,279,685,436,93,58,479.2572222,0.234182138,0.244887583,5.356647901,0.551666667,-0.465175397,-55.5558,0.496254682,187.6838,74,0.0065,-29.68654685,0.0493
305,272,26,7,2,122.12,26,13,13,1.1598,0,0,2,1.857142857,2,2,2,5,253,5,3,1,37247.29028,121.7217938,121.7231127,5.878467433,1.457222222,0.061042105,0,0,0,1,1.1598,0.606075,0.4215
373,349,9,15,4,54.52,9,8,1,-1.2521,0.86,0,3,2.466666667,3,3,2,10,342,11,1,4,4919.203611,54.37847222,13.14710339,16.83853395,18.175,-0.2511,0.4575,0.4,3.578,3,-0.4805,-0.495665217,-0.2034
48,43,5,0,2,20.46,5,0,5,0,0,0,0,0,0,0,1,38,1,1,0,173.3461111,20.03759637,3.536904762,0.453722222,0,0,0,0,0,0,0,0,0,0
2385,751,986,648,5,1.46,986,376,610,-51.357,0.85,-0.08,4,3.007716049,4,110,3,221,591,259,64,23,358.7777778,1.457545753,0.150360669,26.81382444,8.825833333,-0.21618875,-1.3081,0.450617284,174.8751,91,-0.0097,-23.48804558,-0.0802
1109,622,376,111,5,12.58,376,138,238,-8.6112,0.87,0,4,2.765765766,4,23,3,48,500,48,29,12,13949.23389,12.38526251,12.56681982,16.40785303,26.65555556,-0.049281148,0.0523,0.414414414,28.025,17,-0.3296,-2.951445793,-0.8554
38,8,29,1,2,43.86,29,6,23,0,0,0,0,0,0,1,1,24,4,24,19,5,114.9216667,42.73819801,2.945633903,0.32066092,43.01833333,0,0,0,0,0,0,0,0
45,11,28,6,2,23.74,28,11,17,0.1102,0,0,2,1.666666667,2,3,2,29,9,29,15,8,1068.095556,22.92418478,4.046503623,1.199068627,881.9402778,0.0551,0.1102,0.333333333,0,3,0.0201,0.066766667,0
1673,1226,351,96,5,12.67,351,155,196,9.6232,0.91,0,4,2.5625,4,14,3,34,1092,35,19,10,21191.38417,12.65901069,12.65648978,63.31126558,15617.08417,0.039628358,-0.3734,0.166666667,15.2449,11,0.5747,3.919858397,0.7968
872,440,358,74,5,10.83,358,134,224,-8.0163,0.84,0.13,4,3.027027027,4,19,3,108,372,111,62,37,9060.903333,10.81454722,7.588939481,16.38455856,2813.952222,-0.081157353,-1.2177,0.5,17.5768,9,-0.2708,-5.731105172,-0.6934
33,26,7,0,2,163.64,7,3,4,0,0,0,0,0,0,0,3,23,3,3,0,2639.878889,158.8310948,41.89816176,1.97031746,1215.320278,0,0,0,0,0,0,0,0,0
464,282,155,27,3,25.47,155,66,89,3.3904,0.85,0,4,2.814814815,4,9,3,52,238,52,20,19,5818.122778,25.41530705,12.51141219,15.70250156,2537.503333,0.071372727,0.5232,0.259259259,5.3715,4,0.0288,1.607464211,0.1475
373,164,181,28,5,9.29,181,61,120,1.5403,0.9,-0.75,4,2.642857143,4,6,3,56,131,56,35,16,273.7011111,9.267855764,0.731268568,4.171784928,167.8347222,0.028439394,1.7876,0.214285714,5.6122,4,0.0865,0.420584507,0.1228
12,6,4,2,2,259.22,4,2,2,-0.4767,0,0,1,1,1,1,1,5,4,5,2,2,86.03527778,239.2788889,0.193611111,1.094277778,83.49388889,-0.23835,0,0.5,0,1,-0.4767,-0.4767,-0.4767
22,17,4,1,2,192.66,4,1,3,0,0,0,0,0,0,1,1,5,16,5,3,1,0.141944444,184.2838527,0.003490338,0.081944444,0,0,0,0,0,0,0,0,0
96,92,4,0,2,56.2,4,2,2,0,0,0,0,0,0,0,2,89,2,1,1,3485.037778,55.61981386,35.69413803,15.37895833,7.323333333,0,0,0,0,0,0,0,0,0
38,31,7,0,2,13.52,7,4,3,0,0,0,0,0,0,0,3,26,3,1,2,157.9641667,13.16853989,3.452378917,43.49904762,62.26555556,0,0,0,0,0,0,0,0,0
291,37,173,81,4,3.65,173,54,119,-11.6388,0.87,-0.27,4,2.901234568,4,11,3,57,19,61,29,20,364.8158333,0.527091895,1.102490487,8.995387755,65.47861111,-0.568838889,0.5825,0.444444444,15.2919,10,-0.0325,-7.590581046,-0.0363
3,3,0,0,1,8.67,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6.501527778,0,0,0,0,0,0,0,0,0,0,0,0
2787,657,1852,278,5,3.34,1852,632,1220,63.7346,0.88,0.36,4,3.014388489,4,41,3,144,474,177,82,33,9304.803333,3.320737984,3.337071577,32.2798694,9139.604167,0.302906011,5.6083,0.14028777,56.117,19,0.0351,29.35399221,0.2576
500,122,332,46,4,1.67,332,141,191,-0.5182,0.87,0,4,2.97826087,4,12,3,105,75,125,49,60,835.9522222,0.377802173,1.652813262,11.07098257,9.595833333,-0.033412766,-1.6371,0.326086957,13.4414,4,-0.1871,-0.016709444,0.0405
987,383,548,56,4,26.93,548,197,351,-1.3487,0.89,-0.65,4,2.696428571,4,10,3,48,226,48,29,17,22101.37944,26.90097813,22.36497695,6.963985242,14145.62083,-0.006352866,0.469,0.285714286,11.7335,5,0.2062,0.080017588,0.4809
113,31,70,12,2,2.41,70,28,42,2.6227,0.84,0,3,2.666666667,3,3,2,34,25,34,20,11,272.4802778,0.307012671,2.390095029,5.583038618,2.736111111,0.437116667,0,0,1.6388,1,1.84,1.2355625,0.9596
11,10,1,0,2,29.39,1,1,0,0,0,0,0,0,0,0,1,9,1,0,1,4.596944444,26.94046296,0,0.131111111,4.465833333,0,0,0,0,0,0,0,0,0
452,120,312,20,3,0.48,312,98,214,-3.8428,0.87,0,3,2.45,3,4,2,61,85,61,39,18,88.96555556,0.480220751,0.196115403,4.304951874,34.34972222,-0.109251429,-0.8778,0.4,4.0728,3,-1.002,-1.518088889,-1.1037
884,448,399,37,5,16.15,399,159,240,-2.8291,0.87,-0.66,4,3.27027027,4,11,3,105,369,106,59,39,11112.71333,16.13579347,12.55673007,59.05333463,8895.268611,-0.05398481,2.0627,0.351351351,9.6345,5,-0.5875,-0.771361654,-0.1854
1526,385,872,269,5,6.2,872,350,522,-6.5695,0.87,0.6,4,2.895910781,4,38,4,122,262,129,58,36,9407.222222,6.19773612,6.159729135,27.01905027,1.820555556,0.045604878,0.6644,0.342007435,66.0202,45,-0.095,-2.222916999,-0.1567
1109,379,679,51,5,4.66,679,250,429,7.9832,0.88,0,5,3.450980392,5,6,3,99,297,99,54,37,5170.827778,4.644515265,4.257212963,7.491481481,3042.384722,0.106928049,-0.5349,0.176470588,12.3026,7,1.3693,2.944644954,0.9456
2,1,0,1,2,0.14,0,0,0,0.6369,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.6369,0.6369,0,0,0,0.6369,0.6369,0.6369
870,265,507,98,5,27.54,507,189,318,-0.7138,0.89,0,4,2.928571429,4,13,3,114,230,133,72,28,22949.01667,27.50935451,26.34786102,213.9500441,18849.14694,-0.116491429,2.2594,0.306122449,25.8726,10,-0.0796,-1.155717967,0.123
73,44,24,5,2,120.99,24,11,13,0.2037,0,0,0,0,3,3,27,41,27,13,10,8831.945556,71.5697485,119.0546134,960.7924702,3615.503889,0.0679,0,0.2,0,0,0,0.260133333,-0.3386,0
145,109,29,7,2,47.79,29,11,18,1.5078,0,0,0,0,2,2,10,97,10,6,1,3532.148611,47.46260464,24.13450913,29.74574074,2260.178889,0.12565,0,0.285714286,0,0,0,0.565842857,0.6665,0.7506
9,1,8,0,2,0.2,8,2,6,0,0,0,0,0,0,0,8,0,8,6,2,1.796944444,0,0.174222222,0.572152778,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,573,806,188,5,3.46,806,270,536,1.5079,0.88,0,4,2.957446809,4,36,3,132,442,255,127,51,5160.295833,3.456655152,3.290991532,19.15975687,2428.783889,-0.031436641,1.9058,0.29787234,43.7977,22,0.0488,0.722554648,-0.0738
416,232,160,24,3,24.45,160,54,106,2.8499,0.85,0,4,3.125,4,6,3,83,196,83,51,20,10169.18722,24.30321809,24.38653144,11.99715623,7193.348056,0.104847222,-0.8849,0.25,7.6142,2,-0.203,1.858901852,-0.1735
1272,607,615,50,5,5.74,615,251,364,-6.2083,0.88,0.51,4,2.78,4,9,3,161,531,161,105,56,6885.298056,5.738711486,5.408268526,22.84856595,2616,-0.066886842,-0.1393,0.42,10.0118,6,-0.3638,-2.866639634,-0.0644
46,36,9,1,2,40.5,9,4,5,0.4753,0,0,0,0,0,1,1,4,32,4,3,1,940.9113889,39.63465721,19.98085697,3.215027778,21.20388889,0.118825,0.4753,0,0,0,0.4753,0.4753,0.4753
34,31,3,0,2,3.25,3,0,3,0,0,0,0,0,0,0,1,28,1,1,0,110.4425,2.942595238,2.981738095,6.935833333,0.323888889,0,0,0,0,0,0,0,0,0
2,2,0,0,1,58.98,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,39.31824074,0,0,0,0,0,0,0,0,0,0,0,0
259,207,38,14,5,41.37,38,12,26,-3.0625,0.92,0,2,1.928571429,2,3,2,11,186,11,4,7,6776.306389,41.21331517,26.05182585,10.22671958,6.967777778,-0.097871429,-0.7661,0.428571429,2.5272,2,-1.0603,-1.5471,-0.5106
24,15,8,1,2,47.75,8,2,6,0.3182,0,0,0,0,0,1,1,5,12,5,4,1,976.255,45.83556667,39.05003333,7.626203704,0,0.106066667,0,0,0,0,0.3182,0.3182,0.3182
267,184,48,35,3,12.94,48,20,28,-0.2418,0.93,0,4,2.542857143,4,8,3,11,154,11,4,1,3454.12,11.65026119,12.88760572,10.1489436,2584.455556,0.03044,-0.7955,0.2,5.4169,3,-0.0728,-0.05790339,-0.1706
47,30,15,2,2,102.68,15,6,9,-0.5574,0,0,0,0,2,2,8,25,8,5,3,193.7752778,100.5367245,4.021684028,7.992712418,15.14277778,-0.11148,0,0.5,0,0,0,-0.2787,-0.5574,-0.5574
82,70,11,1,2,16.99,11,7,4,0,0,0,0,0,0,1,1,10,67,10,3,7,1393.042778,16.77312249,16.68664324,2.961136364,8.02,0,0,0,0,0,0,0,0
1229,549,540,140,5,7.62,540,188,352,-24.8503,0.85,-0.86,4,3.107142857,4,21,3,122,453,135,67,32,9368.668333,7.365929539,7.616719286,8.655181592,9022.840556,-0.228336458,0.0892,0.507142857,41.5435,19,-0.029,-15.98831094,-0.6913
55,33,14,8,5,1.2,14,6,8,2.147,0,0,0,0,3,2,3,26,3,0,2,27.6,1.178447421,0.491696429,3.273106061,0.025,-0.018557143,2.1089,0.125,0,0,0,1.75258,-0.2986,-0.3812
6,4,2,0,2,13.79,2,1,1,0,0,0,0,0,0,0,2,3,2,1,1,22.74166667,11.8234127,0.007103175,0.030138889,22.68666667,0,0,0,0,0,0,0,0,0
2,2,0,0,1,10.44,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6.957407407,0,0,0,0,0,0,0,0,0,0,0,0
1625,1004,520,101,5,14.03,520,195,325,-17.5674,0.88,0,4,2.871287129,4,19,2,77,894,77,53,22,22535.96944,14.02352774,13.85973726,10.38291945,4449.173333,-0.149987273,-3.1441,0.465346535,24.1783,10,-0.3747,-5.344495422,-0.4769
3015,1111,995,909,5,1.71,995,405,590,95.2792,0.87,-0.08,4,3.0110011,4,120,3,274,913,609,115,54,5106.741667,1.710040709,1.693210102,3.390578741,0,0.417425253,49.5483,0.256325633,227.1394,116,0.0146,34.01191515,0.5406
4,4,0,0,1,3839.52,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3071.613556,0,0,0,0,0,0,0,0,0,0,0,0
193,122,48,23,4,10.24,48,21,27,3.388,0.85,0.44,4,2.956521739,4,5,3,10,101,12,5,3,1464.255,10.18400916,7.547089061,2.57139694,0,0.191280952,0.7412,0.260869565,6.5401,3,0.4886,1.516680952,0.5442
739,110,417,212,5,20.03,417,139,278,-11.9104,0.86,0,4,3.183962264,4,43,4,186,81,244,76,32,14757.52583,20.00043881,19.94253003,19.23302916,0,-0.383213793,-10.1022,0.400943396,46.2488,36,-0.4635,-3.492607295,-0.4854
101,76,19,6,5,322.78,19,4,15,0.5272,0,0,3,2.5,3,3,2,5,69,5,5,0,95.71361111,319.6116721,0.938009259,0.676099537,0,0.039742857,0.249,0.333333333,0,1,0.7535,0.135988889,0.6801
58,34,23,1,2,1.39,23,8,15,0,0,0,0,0,0,1,1,12,28,12,7,5,16.64055556,1.369712806,0.28180791,1.421284722,0,0,0,0,0,0,0,0,0
640,551,71,18,5,38.34,71,38,33,3.6302,0.95,0.66,3,2.444444444,3,3,2,13,518,13,4,8,23614.41667,38.28378012,36.80932137,4.912774348,21523.25611,0.050939394,0.3612,0.111111111,2.7005,1,0.7598,0.916221429,0.839
8,3,2,3,2,3.56,2,1,1,0.6865,0,0,0,0,2,2,4,1,4,1,1,23.495,0.718240741,0.000802469,23.48958333,0,0.34325,0.6865,0,0,0,0,0.228833333,0.6865,0.6865
299,237,26,36,4,4.39,26,11,15,-3.2706,0.85,0,4,2.916666667,4,9,3,21,217,25,2,5,254.5486111,4.377953704,0.848228704,17.72119497,15.80222222,-0.1089,-0.5798,0.472222222,9.9076,4,-0.0657,-1.779380672,-0.134
50,42,8,0,2,49.22,8,5,3,0,0,0,0,0,0,0,3,37,3,1,2,393.6580556,48.25013617,7.717254902,1.637048611,2.348888889,0,0,0,0,0,0,0,0,0
102,61,29,12,2,33.68,29,12,17,-0.6139,0.76,0.49,5,3.75,5,7,3,9,42,9,2,5,1811.630278,33.35634574,17.22812298,6.081396396,850.2913889,-0.032310526,0.4939,0.5,3.6287,1,-0.3638,0.097234483,0.065
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,152,82,16,5,10.75,82,44,38,-1.2132,0.84,0,4,2.6875,4,5,3,16,121,16,8,6,2687.746389,8.913141877,10.70761067,29.0839011,1.461944444,-0.047848387,-0.4729,0.375,2.4141,1,0.1606,-0.783818182,0.1223
614,192,326,96,4,9.78,326,142,184,17.5993,0.9,0.46,5,3.4375,5,15,3,167,171,173,65,37,5270.956667,9.76086766,8.5595271,30.7750706,2462.309722,0.838061905,11.1707,0.145833333,21.8689,2,-0.5537,6.92902682,-0.5223
207,129,49,29,3,59.28,49,22,27,6.0228,0.89,0,4,2.448275862,4,6,3,7,102,7,3,1,11598.48333,58.99112179,55.76184829,0.523888889,140.3833333,0.246437037,0.2789,0.068965517,5.3537,1,0.3925,3.865263291,0.1108
188,109,68,11,5,20.62,68,26,42,-2.6716,0.66,0.49,5,3.727272727,5,6,3,22,88,22,13,8,2557.827778,20.51477513,13.53329218,5.040277778,48.12833333,0.006319048,-2.3898,0.545454545,4.0846,1,-0.7682,-1.273017391,-0.395
179,103,44,32,3,6.27,44,19,25,-2.123,0.84,0.36,4,3.25,4,9,3,29,90,31,9,6,710.715,6.239646605,3.938325617,3.735015221,432.3783333,-0.163307692,-1.6171,0.40625,9.1897,4,-0.5245,-0.635783871,-0.8774
256,113,129,14,3,14.58,129,48,81,0.7827,0.93,-0.46,0,0,4,3,46,78,47,26,15,2308.291667,14.52346952,8.981598573,2.449456349,31.85277778,0.005237143,-1.2718,0.357142857,0,0,0,-0.348835,-0.3282,-0.1381
96,32,61,3,2,7.1,61,20,41,0.4019,0,0,1,1,1,1,1,33,23,33,21,11,681.6461111,7.024140893,7.026308706,3.641875,0.457222222,0.044655556,0,0,0,2,0.4019,0.4019,0
179,58,98,23,2,21.76,98,33,65,-2.6572,0.85,-0.41,5,3.826086957,5,5,3,42,42,42,24,13,3830.28,21.63676235,21.27929938,5.593147383,12.33888889,-0.166075,-2.8314,0.434782609,6.5175,1,0.8865,-1.000265789,0.1574
21,19,2,0,2,2.36,2,2,0,0,0,0,0,0,0,0,1,17,1,0,1,3.421944444,2.248042929,0.068623737,2.324444444,0,0,0,0,0,0,0,0,0,0
258,187,52,19,5,49.22,52,17,35,3.3753,0.88,0.49,0,0,4,3,18,161,18,10,5,12473.1625,49.03259438,48.15348563,2.282189055,8588.286944,0.094526923,2.3785,0.105263158,0,0,0,2.219824324,0.2047,0.0135
175,68,106,1,2,28.15,106,47,59,0,0,0,0,0,0,1,1,44,51,44,21,23,3952.2675,27.99150253,22.45585069,10.31556854,3205.336667,0,0,0,0,0,0,0,0
179,111,50,18,3,14.63,50,19,31,-1.9479,0.82,0,4,3.388888889,4,7,3,31,94,31,13,12,640.3730556,14.54432099,3.511361111,4.549689815,35.30333333,-0.114582353,-0.8429,0.5,6.7663,2,-0.055,-1.496365,-0.364
13,12,0,1,2,333.33,0,0,0,0.5267,0,0,0,0,0,1,1,1,11,1,0,0,0,309.5234524,0,0,4333.328333,0.5267,0.5267,0,0,0,0.5267,0.5267,0.5267
280,71,175,34,3,1.39,175,67,108,-5.3046,0.9,-0.94,4,3.205882353,4,9,3,115,45,117,62,33,68.30444444,0.258987742,0.242504943,3.457943635,0.916944444,-0.17575,-2.9316,0.382352941,8.4191,3,-0.5622,-2.101737255,-0.3004
